Time,User full name,Affected user,Event context,Component,Event name,Description,Origin,IP address
"9/12/25, 10:35:40",User_fae03e7f,User_fae03e7f,Assignment: Assessment 2 Submission,Assignment,Feedback viewed,The user with id '216' viewed the feedback for the user with id '216' for the assignment with course module id '2887'.,web,49.186.183.123
"9/12/25, 10:35:40",User_fae03e7f,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,Course module viewed,The user with id '216' viewed the 'assign' activity with course module id '2887'.,web,49.186.183.123
"9/12/25, 10:35:26",User_fae03e7f,User_a9d623bd,Assignment: Assessment 3: Real-Estate Website,Assignment,The status of the submission has been viewed.,The user with id '216' has viewed the submission status page for the assignment with course module id '2889'.,web,49.186.183.123
"9/12/25, 10:35:26",User_fae03e7f,User_a9d623bd,Assignment: Assessment 3: Real-Estate Website,Assignment,Course module viewed,The user with id '216' viewed the 'assign' activity with course module id '2889'.,web,49.186.183.123
"9/12/25, 10:35:19",User_fae03e7f,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '216' viewed the course with id '83'.,web,49.186.183.123
"8/12/25, 14:50:13",User_f38e017f,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '283' viewed the section number '12' of the course with id '83'.,web,120.18.180.135
"8/12/25, 14:50:11",User_f38e017f,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '283' viewed the section number '12' of the course with id '83'.,web,120.18.180.135
"8/12/25, 14:50:10",User_f38e017f,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '283' viewed the course with id '83'.,web,120.18.180.135
"8/12/25, 14:24:22",User_f38e017f,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '283' viewed the section number '12' of the course with id '83'.,web,120.18.180.135
"8/12/25, 14:24:21",User_f38e017f,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '283' viewed the course with id '83'.,web,120.18.180.135
"8/12/25, 14:24:09",User_f38e017f,User_a9d623bd,Assignment: Assessment 3: Real-Estate Website,Assignment,The status of the submission has been viewed.,The user with id '283' has viewed the submission status page for the assignment with course module id '2889'.,web,120.18.180.135
"8/12/25, 14:24:08",User_f38e017f,User_a9d623bd,Assignment: Assessment 3: Real-Estate Website,Assignment,Course module viewed,The user with id '283' viewed the 'assign' activity with course module id '2889'.,web,120.18.180.135
"8/12/25, 14:24:05",User_f38e017f,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '283' viewed the section number '12' of the course with id '83'.,web,120.18.180.135
"8/12/25, 14:24:00",User_f38e017f,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '283' viewed the course with id '83'.,web,120.18.180.135
"8/12/25, 11:12:10",User_50a49b53,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,Grader report,Grader report viewed,The user with id '301' viewed the grader report in the gradebook.,web,123.243.46.2
"8/12/25, 11:12:05",User_50a49b53,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,Grader report,Grader report viewed,The user with id '301' viewed the grader report in the gradebook.,web,123.243.46.2
"8/12/25, 11:11:59",User_50a49b53,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '301' viewed the course with id '83'.,web,123.243.46.2
"8/12/25, 10:51:15",User_4283bbe3,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,Grader report,Grader report viewed,The user with id '261' viewed the grader report in the gradebook.,web,123.243.46.2
"8/12/25, 10:51:09",User_4283bbe3,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,Grader report,Grader report viewed,The user with id '261' viewed the grader report in the gradebook.,web,123.243.46.2
"8/12/25, 10:51:05",User_4283bbe3,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '261' viewed the course with id '83'.,web,123.243.46.2
"7/12/25, 18:01:43",User_bd08e768,User_bd08e768,Subject: 202503 HVEC702 User Experience Design,User report,Grade user report viewed,The user with id '165' viewed the user report in the gradebook.,web,103.190.19.54
"7/12/25, 18:01:39",User_bd08e768,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '165' viewed the course with id '83'.,web,103.190.19.54
"7/12/25, 08:55:30",User_05c3ec46,User_a9d623bd,File: Unit Outline,File,Course module viewed,The user with id '210' viewed the 'resource' activity with course module id '2845'.,web,49.179.54.167
"7/12/25, 08:55:02",User_05c3ec46,User_a9d623bd,Assignment: Assessment 3: Real-Estate Website,Assignment,The status of the submission has been viewed.,The user with id '210' has viewed the submission status page for the assignment with course module id '2889'.,web,49.179.54.167
"7/12/25, 08:55:01",User_05c3ec46,User_a9d623bd,Assignment: Assessment 3: Real-Estate Website,Assignment,Course module viewed,The user with id '210' viewed the 'assign' activity with course module id '2889'.,web,49.179.54.167
"7/12/25, 08:54:36",User_05c3ec46,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,The status of the submission has been viewed.,The user with id '210' has viewed the submission status page for the assignment with course module id '2887'.,web,49.179.54.167
"7/12/25, 08:54:36",User_05c3ec46,User_05c3ec46,Assignment: Assessment 2 Submission,Assignment,Feedback viewed,The user with id '210' viewed the feedback for the user with id '210' for the assignment with course module id '2887'.,web,49.179.54.167
"7/12/25, 08:54:36",User_05c3ec46,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,Course module viewed,The user with id '210' viewed the 'assign' activity with course module id '2887'.,web,49.179.54.167
"7/12/25, 08:54:29",User_05c3ec46,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '210' viewed the course with id '83'.,web,49.179.54.167
"7/12/25, 03:41:16",User_bd08e768,User_a9d623bd,Page: Ways to improve the website,Page,Course module viewed,The user with id '165' viewed the 'page' activity with course module id '2891'.,web,103.190.19.126
"7/12/25, 03:41:12",User_bd08e768,User_a9d623bd,Page: Understanding your Flask App,Page,Course module viewed,The user with id '165' viewed the 'page' activity with course module id '2890'.,web,103.190.19.126
"7/12/25, 03:40:56",User_bd08e768,User_a9d623bd,Assignment: Assessment 3: Real-Estate Website,Assignment,The status of the submission has been viewed.,The user with id '165' has viewed the submission status page for the assignment with course module id '2889'.,web,103.190.19.126
"7/12/25, 03:40:55",User_bd08e768,User_a9d623bd,Assignment: Assessment 3: Real-Estate Website,Assignment,Course module viewed,The user with id '165' viewed the 'assign' activity with course module id '2889'.,web,103.190.19.126
"7/12/25, 03:40:30",User_bd08e768,User_bd08e768,Subject: 202503 HVEC702 User Experience Design,User report,Grade user report viewed,The user with id '165' viewed the user report in the gradebook.,web,103.190.19.126
"7/12/25, 03:40:27",User_bd08e768,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '165' viewed the course with id '83'.,web,103.190.19.126
"6/12/25, 14:02:55",User_05c3ec46,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,The status of the submission has been viewed.,The user with id '210' has viewed the submission status page for the assignment with course module id '2887'.,web,123.254.126.57
"6/12/25, 14:02:55",User_05c3ec46,User_05c3ec46,Assignment: Assessment 2 Submission,Assignment,Feedback viewed,The user with id '210' viewed the feedback for the user with id '210' for the assignment with course module id '2887'.,web,123.254.126.57
"6/12/25, 14:02:55",User_05c3ec46,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,Course module viewed,The user with id '210' viewed the 'assign' activity with course module id '2887'.,web,123.254.126.57
"6/12/25, 14:02:54",User_05c3ec46,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,The status of the submission has been viewed.,The user with id '210' has viewed the submission status page for the assignment with course module id '2887'.,web,123.254.126.57
"6/12/25, 14:02:54",User_05c3ec46,User_05c3ec46,Assignment: Assessment 2 Submission,Assignment,Feedback viewed,The user with id '210' viewed the feedback for the user with id '210' for the assignment with course module id '2887'.,web,123.254.126.57
"6/12/25, 14:02:53",User_05c3ec46,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,Course module viewed,The user with id '210' viewed the 'assign' activity with course module id '2887'.,web,123.254.126.57
"6/12/25, 14:01:39",User_05c3ec46,User_a9d623bd,Assignment: Assessment 3: Real-Estate Website,Assignment,The status of the submission has been viewed.,The user with id '210' has viewed the submission status page for the assignment with course module id '2889'.,web,123.254.126.57
"6/12/25, 14:01:38",User_05c3ec46,User_a9d623bd,Assignment: Assessment 3: Real-Estate Website,Assignment,Course module viewed,The user with id '210' viewed the 'assign' activity with course module id '2889'.,web,123.254.126.57
"6/12/25, 14:01:28",User_05c3ec46,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,The status of the submission has been viewed.,The user with id '210' has viewed the submission status page for the assignment with course module id '2887'.,web,123.254.126.57
"6/12/25, 14:01:28",User_05c3ec46,User_05c3ec46,Assignment: Assessment 2 Submission,Assignment,Feedback viewed,The user with id '210' viewed the feedback for the user with id '210' for the assignment with course module id '2887'.,web,123.254.126.57
"6/12/25, 14:01:28",User_05c3ec46,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,Course module viewed,The user with id '210' viewed the 'assign' activity with course module id '2887'.,web,123.254.126.57
"6/12/25, 14:01:14",User_05c3ec46,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '210' viewed the course with id '83'.,web,123.254.126.57
"6/12/25, 08:05:56",User_cb5599dc,User_a9d623bd,Assignment: Week 09 - Search Functionality,Assignment,The status of the submission has been viewed.,The user with id '166' has viewed the submission status page for the assignment with course module id '3475'.,web,1.145.125.71
"6/12/25, 08:05:55",User_cb5599dc,User_a9d623bd,Assignment: Week 09 - Search Functionality,Assignment,Course module viewed,The user with id '166' viewed the 'assign' activity with course module id '3475'.,web,1.145.125.71
"6/12/25, 08:05:43",User_cb5599dc,User_a9d623bd,Assignment: Lab 07 - Responsive Design & Branding,Assignment,The status of the submission has been viewed.,The user with id '166' has viewed the submission status page for the assignment with course module id '2864'.,web,1.145.125.71
"6/12/25, 08:05:43",User_cb5599dc,User_cb5599dc,Assignment: Lab 07 - Responsive Design & Branding,Assignment,Feedback viewed,The user with id '166' viewed the feedback for the user with id '166' for the assignment with course module id '2864'.,web,1.145.125.71
"6/12/25, 08:05:43",User_cb5599dc,User_a9d623bd,Assignment: Lab 07 - Responsive Design & Branding,Assignment,Course module viewed,The user with id '166' viewed the 'assign' activity with course module id '2864'.,web,1.145.125.71
"6/12/25, 08:05:32",User_cb5599dc,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '166' viewed the course with id '83'.,web,1.145.125.71
"6/12/25, 08:05:26",User_cb5599dc,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '166' viewed the course with id '83'.,web,1.145.125.71
"6/12/25, 08:05:04",User_cb5599dc,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,The status of the submission has been viewed.,The user with id '166' has viewed the submission status page for the assignment with course module id '2887'.,web,1.145.125.71
"6/12/25, 08:05:04",User_cb5599dc,User_cb5599dc,Assignment: Assessment 2 Submission,Assignment,Feedback viewed,The user with id '166' viewed the feedback for the user with id '166' for the assignment with course module id '2887'.,web,1.145.125.71
"6/12/25, 08:05:04",User_cb5599dc,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,Course module viewed,The user with id '166' viewed the 'assign' activity with course module id '2887'.,web,1.145.125.71
"6/12/25, 08:04:54",User_cb5599dc,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '166' viewed the course with id '83'.,web,1.145.125.71
"6/12/25, 08:04:49",User_cb5599dc,User_a9d623bd,Assignment: Lab 08 - Full-stack website using Python (Flask),Assignment,The status of the submission has been viewed.,The user with id '166' has viewed the submission status page for the assignment with course module id '2871'.,web,1.145.125.71
